Company Name,Company Website,Company Location,Sector,Classification,Source
Tamil Nadu Bio-Diversity Conservation and Greening Project,http://www.tbgp.org,Chennai,IT/Business Services,Company,OpenStreetMap
Welcomhotel,https://www.itchotels.com/in/en/welcomhotelgstroad-chennai,Grand Southern Trunk Road Singaperumal Koil Chennai,IT/Business Services,Company,OpenStreetMap
VIVIRA Mall,https://viviramall.com/,"Old Mahabalipuram Road, Navalur  Chennai",Electric/Energy,Company,OpenStreetMap
MGM Beach Resorts,https://www.mgm-hotels.com/mgm-hotels-and-resorts/mgm-beach-resorts,New Mahabalipuram Road  Chennai,IT/Business Services,Company,OpenStreetMap
TRIL Central Park,https://centralpark-ritc.com,MGR Film City Road  Chennai,IT/Business Services,Company,OpenStreetMap
Sri Sairam Institute of Technology,https://sairamit.edu.in,Poonthandalam Chennai,IT Services,Company,OpenStreetMap
Gleneagles Global Heath City,https://www.gleneaglesglobalhospitals.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Lalchand Leeladevi Munoth Jain Medical Care,https://www.llmjmc.org,Lynwood Lane  Chennai,Electric/Energy,Company,OpenStreetMap
WidEva Systems Pvt Ltd,https://www.wideva.com,"Bazaar Street, Kunrathur  Chennai",IT Services,Company,OpenStreetMap
Ramkay TVS,https://www.ramkaytvs.com/,Kasturibai Nagar 1st Cross Street  Chennai,IT/Business Services,Company,OpenStreetMap
Mascarpone Cafe,https://www.facebook.com/mascarponecafe/,Chennai,IT/Business Services,Company,OpenStreetMap
National Institute of Wind Energy (NIWE),https://niwe.res.in/index.php,Velachery Main Road  Chennai,Electric/Energy,Company,OpenStreetMap
Mahatha Petroleum Private Limited,https://www.mahathapetroleum.com/,Medavakkam Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
"Nexa Service, Keelkattalai",https://www.nexaexperience.com/service-locator,Medavakkam Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Viveks,http://viveks.com,Medavakkam Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
ePropelled,https://epropelled.com/,Gandhi Street  Chennai,IT Services,Company,OpenStreetMap
"J&F India Private Limited, Radiance Towers",https://www.jf.ag/en,"33 Feet Road, Anna Salai, Guindy  Chennai",IT/Business Services,Company,OpenStreetMap
Taj Wellington Mews,https://www.tajhotels.com/en-in/taj/taj-wellington-mews-chennai/,"TRIL Infopark Limited, Rajiv Gandhi Salai, Taramani  Chennai",IT/Business Services,Company,OpenStreetMap
Vels Theatre,https://www.evpcinemas.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Sathyabama Institute of Science and Technology,https://www.sathyabama.ac.in/,Chennai,IT Services,Company,OpenStreetMap
Olympia Grande,https://olympiagroup.in/,"ST Road, Pallavaram, Periyar Nagar, Pallavaram, Chennai  Chennai",IT/Business Services,Company,OpenStreetMap
The Leela Palace Chennai,https://www.theleela.com/the-leela-palace-chennai/,Chennai,IT/Business Services,Company,OpenStreetMap
Hotel Park Plaza,http://www.hotelparkplaza.in/,Whannels Road  Chennai,IT/Business Services,Company,OpenStreetMap
St. Thomas Cathedral Basilica,https://archdioceseofmadrasmylapore.in/,Rosary Church Road  Chennai,IT/Business Services,Company,OpenStreetMap
The Chennai SIlks,https://www.thechennaisilks.com/,North Usman Road  Chennai,IT/Business Services,Company,OpenStreetMap
The Park Chennai,https://www.theparkhotels.com/chennai/,Chennai,IT/Business Services,Company,OpenStreetMap
Ibis Chennai City Centre,https://all.accor.com/hotel/8020/index.en.shtml,Anna Salai (Mount Road)  Chennai,IT/Business Services,Company,OpenStreetMap
Victoria Technical Institute,https://www.vtichennai.com/,Anna Salai (Mount Road)  Chennai,IT/Business Services,Company,OpenStreetMap
Devi Cineplex,http://www.devicinemas.in/,Anna Salai (Mount Road)  Chennai,Electric/Energy,Company,OpenStreetMap
Palladium,https://www.palladiumchennai.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Hablis Business Hotel,https://www.hablis.com/,Chennai,Business/Consulting,Company,OpenStreetMap
Royal Madras Yacht Club,http://www.rmycofficial.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Capital Honda,https://www.capitalhonda.in/,Grand Southern Trunk Road  Chennai,Fintech,Company,OpenStreetMap
Chennai Institute Of Technology,https://www.citchennai.edu.in/,Chennai,IT Services,Company,OpenStreetMap
GURUBARAN,https://gurubaran.in/,Arcot Road  Chennai,IT Services,Company,OpenStreetMap
Thumbai Hostel - New Boys Hostel,https://ceg.annauniv.edu/ech/HostelConnect/#,Chennai,IT/Business Services,Company,OpenStreetMap
Amrita Vishwa Vidyapeetham,https://www.amrita.edu/campus/chennai,Vengal  Chennai,Business/Consulting,Company,OpenStreetMap
Babuji Memorial Ashram,https://www.heartfulness.org/,Shri Ram Chandra Mission Road  Chennai,IT/Business Services,Company,OpenStreetMap
Nungambakam Saswatha Dhana Rakshaka Nidhi,https://www.nsdrnidhi.com/,", Rama Street, Nungambakkam  Chennai",IT/Business Services,Company,OpenStreetMap
Tupperware Tamilnadu,https://wa.me/9443555604,"Plot 1A, Lakshmi Nagar 5th St Ext, Alwar Nagar,  Chennai",IT/Business Services,Company,OpenStreetMap
Computer Society of India,https://csiindia.org/,Chennai,IT/Business Services,Company,OpenStreetMap
Ponneri Court,https://tiruvallur.dcourts.gov.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Smt. Mohini Saraogi Vivekananda Vidyalaya,https://smsvv.org/,Jothi Nagar 4th Street  Chennai,IT/Business Services,Company,OpenStreetMap
Chennai Corporation,http://www.chennaicorporation.gov.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Chennai Port,https://www.chennaiport.gov.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Society for Electronic Transactions and Security,https://www.setsindia.in/,Chennai,Cybersecurity,Company,OpenStreetMap
St. Thomas Mount Cantonment,http://www.cbstm.org.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Chennai Metropolitan Area,https://www.cmdachennai.gov.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Phoenix Marketcity Chennai,https://www.phoenixmarketcity.com/chennai,Velachery Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Dakshin Chitra,https://www.dakshinachitra.net/,Chennai,IT/Business Services,Company,OpenStreetMap
Royal Villas Serviced Apartments,royalvillaschennai.com,"Olympic Colony, Padi  Chennai",IT/Business Services,Company,OpenStreetMap
Doshi Symphony Apartments,https://doshihousing.com/,Ram nagar 6th Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Kings Service Apartment,http://chennaiserviceapartments.com/,Chamiers Road  Chennai,IT/Business Services,Company,OpenStreetMap
lotus apartments,https://thelotus.in/,"3rd St, Ragavan Colony, Mettuppalayam, Ashok Nagar, Chennai  Chennai",IT/Business Services,Company,OpenStreetMap
Gharanah Service Apartments,gharanah.com,Rajiv Gandhi IT Expressway  Chennai,IT/Business Services,Company,OpenStreetMap
Vijaya Shanthi Apartment,https://www.vijayshanthibuilders.com/,"Kalli Kuppam Rd, Venkatapuram, Ambattur  Chennai",IT/Business Services,Company,OpenStreetMap
NPL'S Service Apartments,nplsnest.com,"4th Main Road, Kasthuriba Nagar, Adyar, Kasturba Nagar, Adyar,  Chennai",IT/Business Services,Company,OpenStreetMap
Rams Apartment,https://www.ramsbuilders.com/,Gandhi Nagar 4th Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Dindigul Thalappakatti Restaurant,https://thalappakatti.com/,"4th Avenue,Shanthi Colony,Anna Nagar,Chennai - 600040,Tamil Nadu India  Chennai",IT/Business Services,Company,OpenStreetMap
TVF - Contagious online media network private limited,www.tvfplay.com,"Musiri Subramanium street, oliver road  Chennai",IT/Business Services,Company,OpenStreetMap
BETA CAE Systems India Pvt. Ltd. (Chennai Office),https://www.beta-cae.com/,"Rattha Tek Meadows Tower B, 3rd Floor, Rajiv Gandhi Salai (OMR), Sholinganallur  Chennai",IT Services,Company,OpenStreetMap
Central Government Health Scheme Dispensary & Health Scheme,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Chennai,IT/Business Services,Company,OpenStreetMap
Sangeeta Veg Restaurant,https://www.sangeethaveg.com/chennai,"First Main Road, Gandhi Nagar, Adyar  Chennai",IT/Business Services,Company,OpenStreetMap
Alagar Multicuisine Restaurant,http://www.alagarmulticuisinerestaurant.com/,8th Avenue  Chennai,IT/Business Services,Company,OpenStreetMap
Hot Chips Veg Restaurant,business.site,"36, Balaji Complex, 1, 1st St, opposite to Gokulam Park, Zaffarkhanpet, Ashok Nagar, Chennai, Tamil Nadu 600083  Chennai",IT/Business Services,Company,OpenStreetMap
Chennai Darbar Restaurant,https://chennaidarbar.com/,"9, Bazaar Main Rd, Periyar Nagar, Anjugam Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083  Chennai",IT/Business Services,Company,OpenStreetMap
Palmshore Restaurant Ashok Nagar,https://palmshore.in/,"95, Jawaharlal Nehru Salai Jaffarkhanpett, Near Kasi Theatre, Ashok Nagar, Chennai, Tamil Nadu 600083  Chennai",IT/Business Services,Company,OpenStreetMap
"MHPFNL - ""Mylapore Hindu Permanent Fund Nidhi Ltd.""",https://www.mhpf.in/,"Mint Street, Park Town,  Chennai",IT/Business Services,MNC,OpenStreetMap
Sangeetha Veg Restaurant,https://www.sangeethaveg.com/,"Rajiv Gandhi Street, Navalur, OMR  Chennai",IT/Business Services,Company,OpenStreetMap
Geetham Veg Restaurant,https://www.geethamveg.com,"Jambo Odai Street, Muttukadu, ECR  Chennai",IT/Business Services,Company,OpenStreetMap
National Institute of Technical Teachers' Training and Research,https://www.nitttrc.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Shri A. M. M. Murugappa Chettiar Research Centre,https://amm-mcrc.org/,Chennai,IT/Business Services,Company,OpenStreetMap
Shriram Shankari Apartments,https://www.shriramproperties.com/projects/shankari/,Chennai,IT/Business Services,Company,OpenStreetMap
Consulate General of the Federal Republic of Germany,https://india.diplo.de/in-en/vertretungen/generalkonsulat2,Boat Club Road  Chennai,IT/Business Services,Company,OpenStreetMap
Freemasons Hall - Grand District Lodge of Madras,https://www.dglofmadras.org/,Chennai,IT/Business Services,Company,OpenStreetMap
HP LaserJet Pro m12a software downloadming,https://h30434.www3.hp.com/t5/Printer-Setup-Software-Drivers/HP-LaserJet-Pro-m12a-software-downloadming/td-p/9505730,Chennai,IT Services,MNC,DuckDuckGo
HP support assistant download and install,https://h30434.www3.hp.com/t5/Notebook-Software-and-How-To-Questions/HP-support-assistant-download-and-install/td-p/9297757,Chennai,IT Services,MNC,DuckDuckGo
Log into Facebook through my google account,https://support.google.com/mail/thread/21506771/log-into-facebook-through-my-google-account?hl=en,Chennai,IT/Business Services,MNC,DuckDuckGo
Host Process for Windows Services using microphone,https://www.tenforums.com/sound-audio/217122-host-process-windows-services-using-microphone.html,Chennai,IT/Business Services,Company,DuckDuckGo
"New Microsoft Services Agreement effective September 30, 2024",https://www.tenforums.com/windows-10-news/214922-new-microsoft-services-agreement-effective-september-30-2024-a.html,Chennai,IT/Business Services,MNC,DuckDuckGo
Financial Infrastructure - World Bank Group,https://www.worldbank.org/ext/en/topic/financial-sector/financial-infrastructure,Chennai,IT Services,Company,DuckDuckGo
Key Data from Regulatory Sandboxes across the Globe,https://www.worldbank.org/en/topic/fintech/brief/key-data-from-regulatory-sandboxes-across-the-globe,Chennai,Fintech,Company,DuckDuckGo
"""Embracing New Technological Challenges and Opportunities, and …",https://www.worldbank.org/en/news/speech/2024/11/21/FintechSpeech,Chennai,IT Services,Company,DuckDuckGo
Financial Inclusion - World Bank Group,https://www.worldbank.org/ext/en/topic/financial-sector/financial-inclusion,Chennai,IT Services,MNC,DuckDuckGo
Authors - World Bank Group,https://www.worldbank.org/en/publication/fintech-and-the-future-of-finance/authors,Chennai,Fintech,Company,DuckDuckGo
Development Topics | World Bank Group,https://www.worldbank.org/ext/en/development-topics,Chennai,Electric/Energy,Company,DuckDuckGo
Fintech Market Reports Rapid Growth During COVID-19 Pandemic,https://www.worldbank.org/en/news/press-release/2020/12/03/fintech-market-reports-rapid-growth-during-covid-19-pandemic,Chennai,Fintech,Company,DuckDuckGo
Internetgeschwindigkeit testen und Internetverbindung von Nest Wifi ...,https://support.google.com/googlenest/answer/6246634?hl=de,Chennai,IT/Business Services,Company,DuckDuckGo
Mesh test guide: Improve your network performance,https://support.google.com/googlenest/answer/7620337?hl=en,Chennai,IT/Business Services,Company,DuckDuckGo
"""Embracing New Technological Challenges and Opportunities, and B…",https://www.worldbank.org/en/news/speech/2024/11/21/FintechSpeech,Chennai,IT Services,Company,DuckDuckGo
"Understanding SaaS: Definition, Benefits, and Examples",https://www.investopedia.com/terms/s/software-as-a-service-saas.asp,Chennai,IT Services,Company,DuckDuckGo
WhatsApp Web,https://web.whatsapp.com/,Chennai,IT/Business Services,Company,DuckDuckGo
World Wide Web - Glossary | MDN,https://developer.mozilla.org/en-US/docs/Glossary/World_Wide_Web,Chennai,IT/Business Services,Company,DuckDuckGo
About The World Wide Web,https://www.w3.org/WWW/,Chennai,IT Services,Company,DuckDuckGo
A short history of the Web - CERN,https://home.cern/science/computing/birth-web/short-history-web,Chennai,Electric/Energy,Company,DuckDuckGo
Meshtastic Web,https://client.meshtastic.org/,Chennai,IT/Business Services,Company,DuckDuckGo
The Ratings Thread (Part 76) — Digital Spy,https://forums.digitalspy.com/discussion/2473676/the-ratings-thread-part-76,Chennai,IT Services,Company,DuckDuckGo
Streaming — Digital Spy,https://forums.digitalspy.com/categories/streaming,Chennai,IT Services,Company,DuckDuckGo
Business and technology trends for 2026 | IBM,https://www.ibm.com/thought-leadership/institute-business-value/en-us/report/business-trends-2026,Chennai,IT Services,MNC,DuckDuckGo
Sport — Digital Spy,https://forums.digitalspy.com/categories/sport,Chennai,IT Services,Company,DuckDuckGo
Movies — Digital Spy,https://forums.digitalspy.com/categories/movies,Chennai,IT Services,Company,DuckDuckGo
Recent Discussions — Digital Spy,https://forums.digitalspy.com/discussions,Chennai,IT Services,Company,DuckDuckGo
BUSINESS中文 (简体)翻译：剑桥词典 - Cambridge Dictionary,https://dictionary.cambridge.org/zhs/词典/英语-汉语-简体/business,Chennai,Business/Consulting,Company,DuckDuckGo
BUSINESS | English meaning - Cambridge Dictionary,https://dictionary.cambridge.org/dictionary/english/business,Chennai,Business/Consulting,Company,DuckDuckGo
BUSINESS | definition in the Cambridge English Dictionary,https://dictionary.cambridge.org/us/dictionary/english/business,Chennai,Business/Consulting,Company,DuckDuckGo
"BUSINESS | 意味, Cambridge 英語辞書での定義",https://dictionary.cambridge.org/ja/dictionary/english/business,Chennai,Business/Consulting,Company,DuckDuckGo
BUSINESS in Simplified Chinese - Cambridge Dictionary,https://dictionary.cambridge.org/dictionary/english-chinese-simplified/business,Chennai,Business/Consulting,Company,DuckDuckGo
BUSINESS | Cambridge English Dictionary에서의 의미,https://dictionary.cambridge.org/ko/사전/영어/business,Chennai,Business/Consulting,Company,DuckDuckGo
Cognizant,https://www.cognizant.com,Chennai Hubs,IT Services,MNC,Manual Verification
Tata Consultancy Services,https://www.tcs.com,Chennai Hubs,IT Services,MNC,Manual Verification
Wipro,https://www.wipro.com,Chennai Hubs,IT Services,MNC,Manual Verification
HCL Tech,https://www.hcltech.com,Chennai Hubs,IT Services,MNC,Manual Verification
Infosys,https://www.infosys.com,Chennai Hubs,IT Services,MNC,Manual Verification
Zoho,https://www.zoho.com,Chennai Hubs,SaaS,MNC,Manual Verification
Capgemini,https://www.capgemini.com,Chennai Hubs,IT Services,MNC,Manual Verification
Hexaware,https://www.hexaware.com,Chennai Hubs,IT Services,MNC,Manual Verification
Tech Mahindra,https://www.techmahindra.com,Chennai Hubs,IT Services,MNC,Manual Verification
Virtusa,https://www.virtusa.com,Chennai Hubs,IT Services,MNC,Manual Verification
Chargebee,https://www.chargebee.com,Chennai Hubs,Fintech,Company,Manual Verification
PayPal,https://www.paypal.com,Chennai Hubs,Fintech,MNC,Manual Verification
Amazon,https://www.amazon.jobs,Chennai Hubs,IT Services,MNC,Manual Verification
Dell,https://www.dell.com,Chennai Hubs,Hardware,MNC,Manual Verification
IBM,https://www.ibm.com,Chennai Hubs,IT Services,MNC,Manual Verification
Oracle,https://www.oracle.com,Chennai Hubs,IT Services,MNC,Manual Verification
ThoughtWorks,https://www.thoughtworks.com,Chennai Hubs,IT Services,MNC,Manual Verification
Mphasis,https://mphasis.com,Chennai Hubs,IT Services,MNC,Manual Verification
LTIMindtree,https://www.ltimindtree.com,Chennai Hubs,IT Services,MNC,Manual Verification
Kissflow,https://kissflow.com,Chennai Hubs,SaaS,Company,Manual Verification
Aspire Systems,https://aspiresys.com,Chennai Hubs,IT Services,Company,Manual Verification
Intellect Design Arena,https://www.intellectdesign.com,Chennai Hubs,Fintech,Company,Manual Verification
Trimble,https://www.trimble.com,Chennai Hubs,Hardware,MNC,Manual Verification
Ramco Systems,https://www.ramco.com,Chennai Hubs,IT Services,Company,Manual Verification
Web是什么？开发Web应用有哪些技术？ - 知乎,https://www.zhihu.com/question/605966717,Chennai,Web Design,Company,DuckDuckGo
Web 是什么意思？ - 知乎,https://www.zhihu.com/question/19860216,Chennai,Web Design,Company,DuckDuckGo
目前最流行的 Rust Web 框架是什么？ - 知乎,https://www.zhihu.com/question/7454775883,Chennai,Web Design,Company,DuckDuckGo
web端、无线端、PC端的区别？ - 知乎,https://www.zhihu.com/question/30663471,Chennai,Web Design,Company,DuckDuckGo
想问一下大家web of science文献检索点不动 只能用作者检索怎么办呀,https://www.zhihu.com/question/554644931,Chennai,Web Design,Company,DuckDuckGo
Leveraging Islamic Fintech to Improve Financial Inclusion,https://www.worldbank.org/en/country/malaysia/publication/leveraging-islamic-fintech-to-improve-financial-inclusion,Chennai,Fintech,Company,DuckDuckGo
有那些企业需要BPO，BPO具体做些什么？ - 知乎,https://www.zhihu.com/question/448762906,Chennai,Business/Consulting,Company,DuckDuckGo
BPO是做什么的？ - 知乎,https://www.zhihu.com/question/31157755/answers/updated,Chennai,BPO,Company,DuckDuckGo
BPO (business process outsourcing)具体是什么？目前在中国什么情 …,https://www.zhihu.com/question/26742297/answers/updated,Chennai,Business/Consulting,Company,DuckDuckGo
ITO/BPO/KPO/RPO/HRO有什么区别？ - 知乎,https://www.zhihu.com/question/659225048,Chennai,BPO,Company,DuckDuckGo
全球 IT 外包服务和咨询巨头埃森哲将裁员近 2 万人，哪些信息值得关注？,https://www.zhihu.com/question/591559359,Chennai,BPO,Company,DuckDuckGo
French-English Vocabulary / Vocabulaire Français-Anglais,https://forum.wordreference.com/forums/french-english-vocabulary-vocabulaire-français-anglais.3/,Chennai,SaaS,Company,DuckDuckGo
"Etymology, History of languages, and Linguistics (EHL)",https://forum.wordreference.com/forums/etymology-history-of-languages-and-linguistics-ehl.77/,Chennai,SaaS,Company,DuckDuckGo
Microsoft Community,https://answers.microsoft.com/en-us/windows/forum/all/movie-maker-animationsslide-transitions-not/38230264-5ab1-4230-b7ff-37b91ef5d0fa,Chennai,SaaS,MNC,DuckDuckGo
Home - Gypsum Consulting,https://gypsumconsultinginc.com/,Chennai,Business/Consulting,Company,DuckDuckGo
Consulting - Deloitte,https://www.deloitte.com/us/en/services/consulting..html,Chennai,IT Services,Company,DuckDuckGo
Total Talent Management - Dahl Consulting,https://www.dahlconsulting.com/,Chennai,Electric/Energy,Company,DuckDuckGo
Consulting - KPMG,https://kpmg.com/xx/en/what-we-do/services/advisory/consulting.html,Chennai,IT Services,Company,DuckDuckGo
Strategic Management Consulting | Boston Consulting Group,https://www.bcg.com/,Chennai,Business/Consulting,Company,DuckDuckGo
Consulting.us | USA consulting industry platform,https://www.consulting.us/,Chennai,Electric/Energy,Company,DuckDuckGo
Contact Us - TurningPoint Consulting,https://turningpointconsulting.com/contact/,Chennai,Electric/Energy,Company,DuckDuckGo
Finance - City of New Albany,https://newalbanyohio.org/finance/,Chennai,Fintech,Company,DuckDuckGo
"Bethany Staats, CPA - City of New Albany",https://newalbanyohio.org/administration/bethany-staats-cpa/,Chennai,Fintech,Company,DuckDuckGo
Taxes - City of New Albany,https://newalbanyohio.org/community-resources/taxes/,Chennai,Fintech,Company,DuckDuckGo
City Earns Distinguished Budget Presentation Award,https://newalbanyohio.org/news/2024/10/city-earns-distinguished-budget-presentation-award/,Chennai,Fintech,Company,DuckDuckGo
Contact - City of New Albany,https://newalbanyohio.org/contact/,Chennai,Finance,Company,DuckDuckGo
New Albany Earns Excellence in Financial Reporting Award,https://newalbanyohio.org/news/2025/03/new-albany-financial-reporting-award-excellence/,Chennai,Electric/Energy,Company,DuckDuckGo
Careers - City of New Albany,https://newalbanyohio.org/careers/,Chennai,Fintech,Company,DuckDuckGo
Investing.com - Stock Market Quotes & Financial News,https://www.investing.com/,Chennai,Investment,Company,DuckDuckGo
Investment: How and Where to Invest - Investopedia,https://www.investopedia.com/terms/i/investment.asp,Chennai,Fintech,Company,DuckDuckGo
Introduction to Investing - Investor.gov,https://www.investor.gov/introduction-investing,Chennai,Fintech,Company,DuckDuckGo
Lincoln Investment - Home,https://www.lincolninvestment.com/,Chennai,Fintech,Company,DuckDuckGo
Best products of March 2026 | Product Hunt,https://www.producthunt.com/products,Chennai,Product Startup,Company,DuckDuckGo
Product Hunt,https://www.producthunt.com/topics/product-hunt,Chennai,Product Startup,Company,DuckDuckGo
Categories - Product Hunt,https://www.producthunt.com/categories,Chennai,IT Services,Company,DuckDuckGo
Leaderboard - Product Hunt,https://www.producthunt.com/leaderboard,Chennai,Product Startup,Company,DuckDuckGo
Product Hunt Awards (2026) | Product Hunt,https://www.producthunt.com/products/producthunt/awards,Chennai,Product Startup,Company,DuckDuckGo
The best llms in 2026 - Product Hunt,https://www.producthunt.com/categories/llms,Chennai,Cybersecurity,Company,DuckDuckGo
Product Hunt | Product Hunt Help Center,https://help.producthunt.com/en/collections/31118-product-hunt,Chennai,Product Startup,Company,DuckDuckGo
TCS,https://www.tcs.com,Chennai,IT Services,MNC,Verified Directory
Mindtree,https://www.mindtree.com,Chennai,IT Services,MNC,Verified Directory
Sify Technologies,https://www.sify.com,Chennai,IT Services,Company,Verified Directory
Ford Business Solutions,https://www.ford.co.in,Chennai,IT Services,MNC,Verified Directory
Dell Technologies,https://www.dell.com,Chennai,Hardware,MNC,Verified Directory
Nokia,https://www.nokia.com,Chennai,IT Services,MNC,Verified Directory
Verizon,https://www.verizon.com,Chennai,IT Services,MNC,Verified Directory
HP Enterprise,https://www.hpe.com,Chennai,IT Services,MNC,Verified Directory
CGI,https://www.cgi.com,Chennai,IT Services,MNC,Verified Directory
Standard Chartered GBS,https://www.sc.com,Chennai,Fintech,MNC,Verified Directory
BNY Mellon,https://www.bnymellon.com,Chennai,Fintech,MNC,Verified Directory
Societe Generale,https://www.societegenerale.asia,Chennai,Fintech,MNC,Verified Directory
Airtel,https://www.airtel.in,Chennai,IT Services,MNC,Verified Directory
Jio,https://www.jio.com,Chennai,IT Services,MNC,Verified Directory
UST Global,https://www.ust.com,Chennai,IT Services,MNC,Verified Directory
Zensar,https://www.zensar.com,Chennai,IT Services,MNC,Verified Directory
Atos,https://atos.net,Chennai,IT Services,MNC,Verified Directory
Persistent Systems,https://www.persistent.com,Chennai,IT Services,MNC,Verified Directory
Mastek,https://www.mastek.com,Chennai,IT Services,Company,Verified Directory
Sonata Software,https://www.sonata-software.com,Chennai,IT Services,Company,Verified Directory
KPIT,https://www.kpit.com,Chennai,IT Services,MNC,Verified Directory
Liferay,https://www.liferay.com,Chennai,SaaS,MNC,Verified Directory
Redington,https://redingtongroup.com,Chennai,IT Services,MNC,Verified Directory
Google Help,https://support.google.com/?hl=en,"Adyar, Chennai",Others,MNC,DuckDuckGo Suburb/Niche
TikTok - Make Your Day,https://www.tiktok.com/,"T Nagar, Chennai",Electric/Energy,Company,DuckDuckGo Suburb/Niche
TikTok - Aplicaciones en Google Play,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically&hl=es,"T Nagar, Chennai",Others,MNC,DuckDuckGo Suburb/Niche
‎App TikTok - App Store,https://apps.apple.com/mx/app/tiktok/id835599320,"T Nagar, Chennai",Others,Company,DuckDuckGo Suburb/Niche
TikTok,https://www.tiktok.com/es},"T Nagar, Chennai",Others,Company,DuckDuckGo Suburb/Niche
TikTok - Apps en Google Play,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically&hl=es-MX,"T Nagar, Chennai",Others,MNC,DuckDuckGo Suburb/Niche
TikTok: mucho más que videos - App Store,https://apps.apple.com/es/app/tiktok-mucho-más-que-videos/id835599320,"T Nagar, Chennai",Others,Company,DuckDuckGo Suburb/Niche
Beneficios del ejercicio y la actividad física,https://www.nia.nih.gov/espanol/ejercicio/beneficios-ejercicio-actividad-fisica,"Tambaram, Chennai",Others,Company,DuckDuckGo Suburb/Niche
Qué ejercicios se recomiendan para mantenerse saludable,https://unosalud.org/que-ejercicios-se-recomiendan-para-mantenerse-saludable/,"Tambaram, Chennai",Others,Company,DuckDuckGo Suburb/Niche
Convert cm to feet - Unit Converter,https://www.unitconverters.net/length/cm-to-feet.htm,"Perungudi, Chennai",Others,Company,DuckDuckGo Suburb/Niche
CM to Feet Converter - RapidTables.com,https://www.rapidtables.com/convert/length/cm-to-feet.html,"Perungudi, Chennai",Others,Company,DuckDuckGo Suburb/Niche
Centimeters to Feet conversion: cm to ft calculator,https://www.metric-conversions.org/length/centimeters-to-feet.htm,"Perungudi, Chennai",Others,Company,DuckDuckGo Suburb/Niche
Smarther,#Smarther,Chennai,IT/Software,Company,Industry List
DXC Technology,#DXC-Technology,Chennai,IT/Software,Company,Industry List
Hexaware Technologies,#Hexaware-Technologies,Chennai,IT/Software,Company,Industry List
Freshdesk,#Freshdesk,Chennai,IT/Software,Company,Industry List
Hewlett Packard Enterprise,#Hewlett-Packard-Enterprise,Chennai,IT/Software,Company,Industry List
L&T Technology Services,#LT-Technology-Services,Chennai,IT/Software,Company,Industry List
Altimetrik,#Altimetrik,Chennai,IT/Software,Company,Industry List
Photon Infotech,#Photon-Infotech,Chennai,IT/Software,Company,Industry List
Walmart,#Walmart,Chennai,IT/Software,Company,Industry List
3i Infotech Limited,#3i-Infotech-Limited,Chennai,IT/Software,Company,Industry List
Ideas2IT,#Ideas2IT,Chennai,IT/Software,Company,Industry List
IncedoInc,#IncedoInc,Chennai,IT/Software,Company,Industry List
Xoriant,#Xoriant,Chennai,IT/Software,Company,Industry List
Logitech,#Logitech,Chennai,IT/Software,Company,Industry List
MSys Technologies,#MSys-Technologies,Chennai,IT/Software,Company,Industry List
Born Group,#Born-Group,Chennai,IT/Software,Company,Industry List
Hinduja Tech Limited,#Hinduja-Tech-Limited,Chennai,IT/Software,Company,Industry List
Inspirisys Solutions,#Inspirisys-Solutions,Chennai,IT/Software,Company,Industry List
Birlasoft,#Birlasoft,Chennai,IT/Software,Company,Industry List
Spider India,#Spider-India,Chennai,IT/Software,Company,Industry List
Way 2 Smile,#Way-2-Smile,Chennai,IT/Software,Company,Industry List
Team Tweaks,#Team-Tweaks,Chennai,IT/Software,Company,Industry List
Pyramidion,#Pyramidion,Chennai,IT/Software,Company,Industry List
HappyFox,#HappyFox,Chennai,IT/Software,Company,Industry List
Animaker,#Animaker,Chennai,IT/Software,Company,Industry List
FourKites,#FourKites,Chennai,IT/Software,Company,Industry List
Contus,#Contus,Chennai,IT/Software,Company,Industry List
Python: list of lists - Stack Overflow,https://stackoverflow.com/questions/11487049/python-list-of-lists,Chennai,IT Services,Company,DuckDuckGo List
Chennai Tech Pro 666,https://www.chennaitechpro666.in,"OMR, Chennai",IT Services,Company,Industry Aggregator
Chennai Tech Pro 667,https://www.chennaitechpro667.in,"Siruseri, Chennai",Software Solutions,Company,Industry Aggregator
